detection_model,metric,dataset,model,correlation,pvalue,significant
microsoft/deberta-v3-small,G_FUTURE,abstracts,llama3.3,0.2856251886014306,0.09128596110173605,False
microsoft/deberta-v3-small,G_FUTURE,news,llama3.3,0.009792847023995403,0.9547963482183387,False
microsoft/deberta-v3-small,G_FUTURE,reviews,llama3.3,0.40671217397074033,0.013831527791574766,True
microsoft/deberta-v3-small,G_FUTURE,qa,llama3.3,0.08107577474166469,0.6383107472956637,False
microsoft/deberta-v3-small,G_FUTURE,abstracts,qwen72b,-0.04724873281217518,0.7843611102211843,False
microsoft/deberta-v3-small,G_FUTURE,news,qwen72b,0.5051765116617887,0.0016751372856892554,True
microsoft/deberta-v3-small,G_FUTURE,reviews,qwen72b,0.3130851643850997,0.06298935749125287,False
microsoft/deberta-v3-small,G_FUTURE,qa,qwen72b,0.011231879697941179,0.9481621544087848,False
microsoft/deberta-v3-small,G_FUTURE,abstracts,qwen32b,-0.159237910644419,0.35359088294180513,False
microsoft/deberta-v3-small,G_FUTURE,news,qwen32b,0.6433334854750432,2.3154574638417754e-05,True
microsoft/deberta-v3-small,G_FUTURE,reviews,qwen32b,0.3296099332016597,0.049633053879528086,True
microsoft/deberta-v3-small,G_FUTURE,qa,qwen32b,-0.2408766375910561,0.15701272667222346,False
microsoft/deberta-v3-small,G_FUTURE,abstracts,qwen14b,-0.24273746812571093,0.15373526895893797,False
microsoft/deberta-v3-small,G_FUTURE,news,qwen14b,0.3365738701350453,0.04473249709097093,True
microsoft/deberta-v3-small,G_FUTURE,reviews,qwen14b,0.33115861864665763,0.04850767704488525,True
microsoft/deberta-v3-small,G_FUTURE,qa,qwen14b,0.35514672041390233,0.03354352394058962,True
microsoft/deberta-v3-small,G_FUTURE,abstracts,solar,-0.5087935145578971,0.0015311129135362922,True
microsoft/deberta-v3-small,G_FUTURE,news,solar,0.43938762398139986,0.007336303345508993,True
microsoft/deberta-v3-small,G_FUTURE,reviews,solar,0.40295694125878706,0.01482094023873335,True
microsoft/deberta-v3-small,G_FUTURE,qa,solar,-0.3145022975904122,0.06174309330735907,False
microsoft/deberta-v3-small,L_CONT_A,abstracts,mistral,0.13178748524782144,0.4435753404582236,False
microsoft/deberta-v3-small,L_CONT_A,news,mistral,-0.004655328290725801,0.9785025595281601,False
microsoft/deberta-v3-small,L_CONT_A,reviews,mistral,0.5503161954258458,0.0005064030132441543,True
microsoft/deberta-v3-small,L_CONT_A,qa,mistral,0.08895344222285258,0.6059176910644077,False
microsoft/deberta-v3-small,L_CONT_A,abstracts,deepseek,0.017443125761861307,0.9195721241665634,False
microsoft/deberta-v3-small,L_CONT_A,news,deepseek,-0.3231140678504699,0.05458313679514571,False
microsoft/deberta-v3-small,L_CONT_A,reviews,deepseek,0.2909082647092724,0.08519658565076034,False
microsoft/deberta-v3-small,L_CONT_A,qa,deepseek,-0.22683167340919494,0.18339429188644296,False
microsoft/deberta-v3-small,L_CONT_A,abstracts,llama3.3,-0.14249237071979343,0.40709083752841807,False
microsoft/deberta-v3-small,L_CONT_A,news,llama3.3,-0.06758642780856063,0.6953127884889773,False
microsoft/deberta-v3-small,L_CONT_A,reviews,llama3.3,0.45191641882387823,0.005658793837742454,True
microsoft/deberta-v3-small,L_CONT_A,qa,llama3.3,0.17087665439816768,0.31904126778564434,False
microsoft/deberta-v3-small,L_CONT_A,abstracts,qwen72b,-0.029054360330509812,0.8664186843382431,False
microsoft/deberta-v3-small,L_CONT_A,news,qwen72b,-0.20037573686984414,0.24129546859983653,False
microsoft/deberta-v3-small,L_CONT_A,reviews,qwen72b,-0.2219088960792952,0.19334332943397453,False
microsoft/deberta-v3-small,L_CONT_A,qa,qwen72b,-0.2072200639057615,0.22526093691998045,False
microsoft/deberta-v3-small,L_CONT_A,abstracts,qwen32b,-0.16171360300840495,0.34605920768754184,False
microsoft/deberta-v3-small,L_CONT_A,news,qwen32b,-0.3193725128350156,0.05760804240497462,False
microsoft/deberta-v3-small,L_CONT_A,reviews,qwen32b,-0.5055423606815962,0.0016600480061164276,True
microsoft/deberta-v3-small,L_CONT_A,qa,qwen32b,0.1762561880163077,0.3038119602719718,False
microsoft/deberta-v3-small,L_CONT_A,abstracts,qwen14b,0.009634416459276388,0.9555269318195657,False
microsoft/deberta-v3-small,L_CONT_A,news,qwen14b,0.34279461719783766,0.04069168435857153,True
microsoft/deberta-v3-small,L_CONT_A,reviews,qwen14b,-0.41000212037505634,0.013011040437838304,True
microsoft/deberta-v3-small,L_CONT_A,qa,qwen14b,-0.44552279804581413,0.006468147136704317,True
microsoft/deberta-v3-small,L_CONT_A,abstracts,solar,-0.34302542341727066,0.04054764459765435,True
microsoft/deberta-v3-small,L_CONT_A,news,solar,-0.45458900226027976,0.005347265494178694,True
microsoft/deberta-v3-small,L_CONT_A,reviews,solar,0.2993309359845164,0.07614290368427333,False
microsoft/deberta-v3-small,L_CONT_A,qa,solar,-0.2444706528813466,0.15072757064654105,False
microsoft/deberta-v3-small,L_FUNC_A,abstracts,mistral,-0.2248699723824266,0.18731457440887472,False
microsoft/deberta-v3-small,L_FUNC_A,news,mistral,-0.2619518291565833,0.12275003136598372,False
microsoft/deberta-v3-small,L_FUNC_A,reviews,mistral,-0.5353899652633883,0.0007661967426546467,True
microsoft/deberta-v3-small,L_FUNC_A,qa,mistral,-0.045078751395821896,0.7940464744237569,False
microsoft/deberta-v3-small,L_FUNC_A,abstracts,deepseek,0.1622403887083012,0.3444692846083808,False
microsoft/deberta-v3-small,L_FUNC_A,news,deepseek,0.34817965815959057,0.03743708236215398,True
microsoft/deberta-v3-small,L_FUNC_A,reviews,deepseek,-0.31054655647896806,0.06527144385577532,False
microsoft/deberta-v3-small,L_FUNC_A,qa,deepseek,0.5987284114966311,0.0001145245793301791,True
microsoft/deberta-v3-small,L_FUNC_A,abstracts,llama3.3,0.10914334694600332,0.5263116776410475,False
microsoft/deberta-v3-small,L_FUNC_A,news,llama3.3,0.07608529652193802,0.6591833386069907,False
microsoft/deberta-v3-small,L_FUNC_A,reviews,llama3.3,-0.49988976901977283,0.0019070283477752442,True
microsoft/deberta-v3-small,L_FUNC_A,qa,llama3.3,-0.4799909509433628,0.0030512297928200144,True
microsoft/deberta-v3-small,L_FUNC_A,abstracts,qwen72b,0.05723315665935026,0.7402277748041077,False
microsoft/deberta-v3-small,L_FUNC_A,news,qwen72b,0.3293033304518312,0.04985831154969368,True
microsoft/deberta-v3-small,L_FUNC_A,reviews,qwen72b,0.237418993625048,0.1632364094537369,False
microsoft/deberta-v3-small,L_FUNC_A,qa,qwen72b,0.17323943237827213,0.3122945359851308,False
microsoft/deberta-v3-small,L_FUNC_A,abstracts,qwen32b,0.1850031078888396,0.2800520271939542,False
microsoft/deberta-v3-small,L_FUNC_A,news,qwen32b,0.38971998970827704,0.018796278648093866,True
microsoft/deberta-v3-small,L_FUNC_A,reviews,qwen32b,0.5144585469873708,0.0013273704769924816,True
microsoft/deberta-v3-small,L_FUNC_A,qa,qwen32b,-0.39283252282856984,0.01778942171265691,True
microsoft/deberta-v3-small,L_FUNC_A,abstracts,qwen14b,0.04656449775728058,0.7874117160291297,False
microsoft/deberta-v3-small,L_FUNC_A,news,qwen14b,-0.1421221742709183,0.40832324285307814,False
microsoft/deberta-v3-small,L_FUNC_A,reviews,qwen14b,0.42760882749264617,0.009285025780777289,True
microsoft/deberta-v3-small,L_FUNC_A,qa,qwen14b,0.316497976589704,0.060021179261858175,False
microsoft/deberta-v3-small,L_FUNC_A,abstracts,solar,0.4330823727818129,0.008330652493576026,True
microsoft/deberta-v3-small,L_FUNC_A,news,solar,0.46811289301137954,0.003987352742887566,True
microsoft/deberta-v3-small,L_FUNC_A,reviews,solar,-0.3890194414763524,0.019029337081827576,True
microsoft/deberta-v3-small,L_FUNC_A,qa,solar,-0.1793433932317748,0.295284162111527,False
microsoft/deberta-v3-small,L_CONT_T,abstracts,mistral,-0.32824131280298147,0.05064489929708536,False
microsoft/deberta-v3-small,L_CONT_T,news,mistral,-0.4292784991073646,0.008984498684586128,True
microsoft/deberta-v3-small,L_CONT_T,reviews,mistral,0.5468668195071064,0.0005582173770697698,True
microsoft/deberta-v3-small,L_CONT_T,qa,mistral,-0.49259247326705696,0.0022731263169918016,True
microsoft/deberta-v3-small,L_CONT_T,abstracts,deepseek,0.2062558465848931,0.22747472539595395,False
microsoft/deberta-v3-small,L_CONT_T,news,deepseek,-0.3324549199537424,0.04758151240654455,True
microsoft/deberta-v3-small,L_CONT_T,reviews,deepseek,0.10007398222730729,0.5614331457245564,False
microsoft/deberta-v3-small,L_CONT_T,qa,deepseek,-0.45494659145369853,0.0053067263569561325,True
microsoft/deberta-v3-small,L_CONT_T,abstracts,llama3.3,-0.13505396635734127,0.43225772109195226,False
microsoft/deberta-v3-small,L_CONT_T,news,llama3.3,-0.0026363054219909893,0.9878250758816369,False
microsoft/deberta-v3-small,L_CONT_T,reviews,llama3.3,0.37202860482297945,0.025464995396637467,True
microsoft/deberta-v3-small,L_CONT_T,qa,llama3.3,0.36859451219477096,0.02696277923561726,True
microsoft/deberta-v3-small,L_CONT_T,abstracts,qwen72b,0.03828893033824041,0.8245419519149149,False
microsoft/deberta-v3-small,L_CONT_T,news,qwen72b,-0.1955446819852373,0.25306460733426656,False
microsoft/deberta-v3-small,L_CONT_T,reviews,qwen72b,-0.3100099639904464,0.06576204757748075,False
microsoft/deberta-v3-small,L_CONT_T,qa,qwen72b,-0.30113349622687824,0.07430645679013399,False
microsoft/deberta-v3-small,L_CONT_T,abstracts,qwen32b,0.1400424289689847,0.41528617445718663,False
microsoft/deberta-v3-small,L_CONT_T,news,qwen32b,-0.3048426022683592,0.0706364723280193,False
microsoft/deberta-v3-small,L_CONT_T,reviews,qwen32b,-0.4781042547670094,0.003185720698170868,True
microsoft/deberta-v3-small,L_CONT_T,qa,qwen32b,-0.3966720298896083,0.016609938154633217,True
microsoft/deberta-v3-small,L_CONT_T,abstracts,qwen14b,0.2205771063831629,0.19609874866747343,False
microsoft/deberta-v3-small,L_CONT_T,news,qwen14b,0.37630082373188883,0.023698269092848234,True
microsoft/deberta-v3-small,L_CONT_T,reviews,qwen14b,-0.3722488573809149,0.025371326546221016,True
microsoft/deberta-v3-small,L_CONT_T,qa,qwen14b,-0.4423254504426438,0.006908882839052736,True
microsoft/deberta-v3-small,L_CONT_T,abstracts,solar,-0.5146769682337298,0.00132001756947019,True
microsoft/deberta-v3-small,L_CONT_T,news,solar,-0.430718464292488,0.008732015416464227,True
microsoft/deberta-v3-small,L_CONT_T,reviews,solar,0.24752642037478068,0.14552943214051386,False
microsoft/deberta-v3-small,L_CONT_T,qa,solar,-0.21419333336689347,0.20968792972015138,False
microsoft/deberta-v3-small,L_FUNC_T,abstracts,mistral,-0.38220851161943414,0.02142355755826002,True
microsoft/deberta-v3-small,L_FUNC_T,news,mistral,-0.19210068774368283,0.26168400034190814,False
microsoft/deberta-v3-small,L_FUNC_T,reviews,mistral,-0.36591180463289413,0.028182724723217884,True
microsoft/deberta-v3-small,L_FUNC_T,qa,mistral,-0.5833720753761262,0.00018824677352291235,True
microsoft/deberta-v3-small,L_FUNC_T,abstracts,deepseek,0.19182060408807994,0.26239339070763823,False
microsoft/deberta-v3-small,L_FUNC_T,news,deepseek,-0.4263876981787456,0.009510202989715891,True
microsoft/deberta-v3-small,L_FUNC_T,reviews,deepseek,-0.34967344820190027,0.036572764592188375,True
microsoft/deberta-v3-small,L_FUNC_T,qa,deepseek,-0.35208842416438596,0.035209830636381625,True
microsoft/deberta-v3-small,L_FUNC_T,abstracts,llama3.3,-0.1209525788891849,0.4822488973418819,False
microsoft/deberta-v3-small,L_FUNC_T,news,llama3.3,-0.08497862852537472,0.6221747815072294,False
microsoft/deberta-v3-small,L_FUNC_T,reviews,llama3.3,0.1425246220181808,0.40698357153351966,False
microsoft/deberta-v3-small,L_FUNC_T,qa,llama3.3,0.3165797363528755,0.05995145459654996,False
microsoft/deberta-v3-small,L_FUNC_T,abstracts,qwen72b,0.036229128752910886,0.8338456695206583,False
microsoft/deberta-v3-small,L_FUNC_T,news,qwen72b,-0.011110620157229058,0.9487210559630296,False
microsoft/deberta-v3-small,L_FUNC_T,reviews,qwen72b,0.12602622601460128,0.46392502671782654,False
microsoft/deberta-v3-small,L_FUNC_T,qa,qwen72b,-0.051560533551876134,0.7652117596708047,False
microsoft/deberta-v3-small,L_FUNC_T,abstracts,qwen32b,0.1260202941990171,0.46394623131653623,False
microsoft/deberta-v3-small,L_FUNC_T,news,qwen32b,0.4931540426836049,0.0022429182188149262,True
microsoft/deberta-v3-small,L_FUNC_T,reviews,qwen32b,0.4784313199047404,0.00316204331144994,True
microsoft/deberta-v3-small,L_FUNC_T,qa,qwen32b,-0.39544438871387977,0.016979715731651697,True
microsoft/deberta-v3-small,L_FUNC_T,abstracts,qwen14b,0.10591966250121951,0.5386716910123526,False
microsoft/deberta-v3-small,L_FUNC_T,news,qwen14b,0.17974779435706875,0.29417854196710175,False
microsoft/deberta-v3-small,L_FUNC_T,reviews,qwen14b,0.48388165633389923,0.0027894052604750014,True
microsoft/deberta-v3-small,L_FUNC_T,qa,qwen14b,0.4405350074773131,0.007166751420594294,True
microsoft/deberta-v3-small,L_FUNC_T,abstracts,solar,-0.5321459376187406,0.0008362539834280338,True
microsoft/deberta-v3-small,L_FUNC_T,news,solar,-0.23757580490092625,0.16295036474030486,False
microsoft/deberta-v3-small,L_FUNC_T,reviews,solar,0.22424031947920733,0.18858531308216012,False
microsoft/deberta-v3-small,L_FUNC_T,qa,solar,0.0834709613600775,0.6283880843462316,False
microsoft/deberta-v3-small,L_PROPER_NAME,abstracts,mistral,0.23045114941945122,0.17631416436588138,False
microsoft/deberta-v3-small,L_PROPER_NAME,news,mistral,0.5678154546149344,0.0003038357886610723,True
microsoft/deberta-v3-small,L_PROPER_NAME,reviews,mistral,0.44600067097167134,0.006404395424741095,True
microsoft/deberta-v3-small,L_PROPER_NAME,qa,mistral,-0.12303986044458254,0.4746653789424795,False
microsoft/deberta-v3-small,L_PROPER_NAME,abstracts,deepseek,-0.27191389973422947,0.10864823631654257,False
microsoft/deberta-v3-small,L_PROPER_NAME,news,deepseek,-0.514570948836082,0.0013235821019837875,True
microsoft/deberta-v3-small,L_PROPER_NAME,reviews,deepseek,0.4094314260540953,0.013150345946727574,True
microsoft/deberta-v3-small,L_PROPER_NAME,qa,deepseek,-0.41363457620286087,0.012153254623235897,True
microsoft/deberta-v3-small,L_PROPER_NAME,abstracts,llama3.3,0.07550323466656782,0.6616347813597702,False
microsoft/deberta-v3-small,L_PROPER_NAME,news,llama3.3,-0.14701432380088003,0.39220883944643964,False
microsoft/deberta-v3-small,L_PROPER_NAME,reviews,llama3.3,0.3454793865220567,0.03904156777943548,True
microsoft/deberta-v3-small,L_PROPER_NAME,qa,llama3.3,0.3830308082832001,0.021121836622888884,True
microsoft/deberta-v3-small,L_PROPER_NAME,abstracts,qwen72b,-0.05093447683774985,0.7679839730230368,False
microsoft/deberta-v3-small,L_PROPER_NAME,news,qwen72b,0.007533315574853846,0.9652190560862448,False
microsoft/deberta-v3-small,L_PROPER_NAME,reviews,qwen72b,-0.24201799573356428,0.15499652506887532,False
microsoft/deberta-v3-small,L_PROPER_NAME,qa,qwen72b,0.1911384513491511,0.26412643632633515,False
microsoft/deberta-v3-small,L_PROPER_NAME,abstracts,qwen32b,-0.16074287192432352,0.34900069983386717,False
microsoft/deberta-v3-small,L_PROPER_NAME,news,qwen32b,0.05849133306980826,0.7347206647372321,False
microsoft/deberta-v3-small,L_PROPER_NAME,reviews,qwen32b,-0.5266791339576458,0.0009672074248852925,True
microsoft/deberta-v3-small,L_PROPER_NAME,qa,qwen32b,0.3472960117803188,0.03795613150559881,True
microsoft/deberta-v3-small,L_PROPER_NAME,abstracts,qwen14b,-0.06562029352477089,0.7037695631055894,False
microsoft/deberta-v3-small,L_PROPER_NAME,news,qwen14b,-0.24245631081325456,0.15422725593700226,False
microsoft/deberta-v3-small,L_PROPER_NAME,reviews,qwen14b,-0.3526161194208577,0.034917597587279324,True
microsoft/deberta-v3-small,L_PROPER_NAME,qa,qwen14b,0.45230995159941007,0.005611963273710553,True
microsoft/deberta-v3-small,L_PROPER_NAME,abstracts,solar,0.07791293398645519,0.6515087604337755,False
microsoft/deberta-v3-small,L_PROPER_NAME,news,solar,-0.4782950766470284,0.0031718877653494166,True
microsoft/deberta-v3-small,L_PROPER_NAME,reviews,solar,-0.21806312031698638,0.20137472864752662,False
microsoft/deberta-v3-small,L_PROPER_NAME,qa,solar,0.42416144827740226,0.009932699801475143,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,abstracts,mistral,0.30396932253311176,0.07148749090605519,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,news,mistral,0.5289471345456929,0.0009108281126884993,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,reviews,mistral,0.4727983032729935,0.0035919625690266042,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,qa,mistral,-0.167585714625866,0.3285888859574105,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,abstracts,deepseek,-0.2787310056702837,0.09972820890593513,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,news,deepseek,-0.5528895637774206,0.00047058102721811044,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,reviews,deepseek,0.30322774742658026,0.07221644324756149,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,qa,deepseek,-0.26479448952294565,0.11859394281933386,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,abstracts,llama3.3,0.30473445937826965,0.07074142598271796,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,news,llama3.3,-0.12108953574903611,0.48174938492822816,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,reviews,llama3.3,0.23369150678586834,0.1701426486291247,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,qa,llama3.3,0.42834686269927197,0.009151145986599586,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,abstracts,qwen72b,-0.06380969709706752,0.7115884351263999,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,news,qwen72b,0.09273768537746528,0.5906112469476835,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,reviews,qwen72b,-0.022172123129818644,0.8978693074880174,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,qa,qwen72b,0.18191590363232785,0.2882962616392788,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,abstracts,qwen32b,-0.20811798850336896,0.22321260815836516,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,news,qwen32b,0.19866131240429236,0.2454291533339042,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,reviews,qwen32b,-0.29261672427976065,0.08329603200081295,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,qa,qwen32b,0.3020021166294319,0.07343393880612166,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,abstracts,qwen14b,-0.26376746118853744,0.12008316437535693,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,news,qwen14b,-0.2526454917064881,0.13711711111555636,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,reviews,qwen14b,0.03725114205006541,0.8292265772771995,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,qa,qwen14b,0.4106736843195656,0.012848710787523624,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,abstracts,solar,-0.5518206651957904,0.0004851768972358255,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,news,solar,-0.4535090185554189,0.00547132580411916,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,reviews,solar,0.44812044877078383,0.006128066403778115,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,qa,solar,0.33216263492282927,0.047789090855258794,True
microsoft/deberta-v3-small,L_POSSESSIVES,abstracts,mistral,-0.26056129564045977,0.12482218874576652,False
microsoft/deberta-v3-small,L_POSSESSIVES,news,mistral,-0.34163524267351053,0.041421495105210815,True
microsoft/deberta-v3-small,L_POSSESSIVES,reviews,mistral,0.3719864356466778,0.025482961616873388,True
microsoft/deberta-v3-small,L_POSSESSIVES,qa,mistral,-0.18920161088651266,0.2690880900034198,False
microsoft/deberta-v3-small,L_POSSESSIVES,abstracts,deepseek,-0.09906404949009492,0.5654100529668001,False
microsoft/deberta-v3-small,L_POSSESSIVES,news,deepseek,0.3089173800888399,0.06676996016155543,False
microsoft/deberta-v3-small,L_POSSESSIVES,reviews,deepseek,0.21337809493861862,0.21146907235023354,False
microsoft/deberta-v3-small,L_POSSESSIVES,qa,deepseek,-0.29056472890461366,0.08558275875893019,False
microsoft/deberta-v3-small,L_POSSESSIVES,abstracts,llama3.3,-0.1287552257075754,0.45422447518128917,False
microsoft/deberta-v3-small,L_POSSESSIVES,news,llama3.3,-0.0477427717103418,0.7821604412675244,False
microsoft/deberta-v3-small,L_POSSESSIVES,reviews,llama3.3,0.437103621702787,0.0076840624525122345,True
microsoft/deberta-v3-small,L_POSSESSIVES,qa,llama3.3,-0.1584165245603417,0.35611143848323384,False
microsoft/deberta-v3-small,L_POSSESSIVES,abstracts,qwen72b,-0.026677382298065447,0.8772607189795788,False
microsoft/deberta-v3-small,L_POSSESSIVES,news,qwen72b,0.13781110169602212,0.42283054367661055,False
microsoft/deberta-v3-small,L_POSSESSIVES,reviews,qwen72b,-0.0095780443618317,0.9557868936438276,False
microsoft/deberta-v3-small,L_POSSESSIVES,qa,qwen72b,-0.14210328054956012,0.4083861980055973,False
microsoft/deberta-v3-small,L_POSSESSIVES,abstracts,qwen32b,-0.06926226129677651,0.6881330836192299,False
microsoft/deberta-v3-small,L_POSSESSIVES,news,qwen32b,0.1639961872927263,0.33920222307853987,False
microsoft/deberta-v3-small,L_POSSESSIVES,reviews,qwen32b,-0.17399051592971743,0.31016882525269673,False
microsoft/deberta-v3-small,L_POSSESSIVES,qa,qwen32b,0.05001385976360087,0.7720656609136132,False
microsoft/deberta-v3-small,L_POSSESSIVES,abstracts,qwen14b,-0.09828116939400686,0.5685017398377343,False
microsoft/deberta-v3-small,L_POSSESSIVES,news,qwen14b,0.18465373867693718,0.280977243230685,False
microsoft/deberta-v3-small,L_POSSESSIVES,reviews,qwen14b,0.2982439968006933,0.07726724323115114,False
microsoft/deberta-v3-small,L_POSSESSIVES,qa,qwen14b,-0.35199967411804045,0.03525917487184674,True
microsoft/deberta-v3-small,L_POSSESSIVES,abstracts,solar,-0.022679531529332515,0.8955447053440735,False
microsoft/deberta-v3-small,L_POSSESSIVES,news,solar,0.43667235836394863,0.007751284736642356,True
microsoft/deberta-v3-small,L_POSSESSIVES,reviews,solar,-0.22683201801967998,0.18339360835404994,False
microsoft/deberta-v3-small,L_POSSESSIVES,qa,solar,-0.0651146777226176,0.7059500441971889,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,abstracts,mistral,-0.13291229211068684,0.43966000889076645,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,news,mistral,-0.6246215170441073,4.6658017527071726e-05,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,reviews,mistral,0.5271508103651562,0.0009552345736134233,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qa,mistral,0.21574915293722818,0.20631760635440763,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,abstracts,deepseek,0.3055579111690722,0.06994532641407161,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,news,deepseek,-0.30310344995995314,0.07233919168405126,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,reviews,deepseek,-0.2753144061618607,0.10412629860883316,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qa,deepseek,0.18139426621089585,0.2897045423909558,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,abstracts,llama3.3,-0.0881079711830636,0.6093604664253949,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,news,llama3.3,0.09664536433804136,0.5749865182902275,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,reviews,llama3.3,0.2942057817243803,0.08155789988172575,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qa,llama3.3,-0.33864061578560345,0.04335564071511867,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,abstracts,qwen72b,0.05188448177439576,0.7637784238434104,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,news,qwen72b,0.0521059432240206,0.762798993727325,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,reviews,qwen72b,-0.28593234313692373,0.0909230269943872,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qa,qwen72b,-0.18316593159561445,0.28493949149888625,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,abstracts,qwen32b,0.18360844663627326,0.2837572573065739,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,news,qwen32b,-0.3983323971181187,0.016120579885903655,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,reviews,qwen32b,-0.38101149892728414,0.021869168832778556,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qa,qwen32b,-0.04757016641200934,0.78292911370055,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,abstracts,qwen14b,0.20868895970892878,0.221916759056295,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,news,qwen14b,0.3671507367177705,0.027613801086208565,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,reviews,qwen14b,-0.2263080091875822,0.184435059578472,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qa,qwen14b,-0.4916324786498023,0.002325591015982674,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,abstracts,solar,0.14529233472013153,0.39783844776708366,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,news,solar,0.01860663056584304,0.9142265290032706,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,reviews,solar,-0.5141830620409311,0.0013366957880277907,True
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qa,solar,-0.3893776617341481,0.018909864776815142,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,abstracts,mistral,0.12073379326416382,0.4830474152221001,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,news,mistral,-0.526435030397857,0.0009734555830864716,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,reviews,mistral,-0.08983409421878931,0.602340528362928,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,qa,mistral,0.2878284104900837,0.08870711103235554,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,abstracts,deepseek,-0.22662957028210937,0.18379547254260267,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,news,deepseek,0.30808465866671186,0.06754627356495499,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,reviews,deepseek,-0.387420436253651,0.019570342482022073,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,qa,deepseek,0.7081494531940562,1.3559798334850092e-06,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,abstracts,llama3.3,-0.07314453708234998,0.671604085078488,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,news,llama3.3,0.11139903193139279,0.5177462156337075,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,reviews,llama3.3,-0.07771080081041605,0.6523558397210732,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,qa,llama3.3,-0.5844251942626416,0.00018208362562359366,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,abstracts,qwen72b,-0.03470291670272951,0.8407537017689591,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,news,qwen72b,0.5735824353331098,0.0002551391671059577,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,reviews,qwen72b,0.13292619088256408,0.4396117475822155,False
